시퀀스,종목코드,종목명,분류체계,수익률(최근 1년),기초지수,추적오차,순자산총액,괴리율,변동성,표준코드,한글종목명,한글종목약명,영문종목명,상장일,기초지수명,지수산출기관,추적배수,복제방법,기초시장분류,기초자산분류,상장좌수,운용사,CU수량,총보수,과세유형
150,266390,KODEX 경기소비재,주식-업종섹터-경기소비재,9.26,KRX 경기소비재,1.01,4598595761.0,0.08,보통,KR7266390004,삼성 KODEX 경기소비재증권상장지수투자신탁[주식형],KODEX 경기소비재,Samsung KODEX Consumer Discretionary ETF,2017/03/28,KRX 경기소비재,KRX,일반,실물(패시브),국내,주식,500000,삼성자산운용,100000,0.45,비과세
186,300950,KODEX 게임산업,주식-업종섹터-업종테마,1.53,FnGuide 게임 산업 지수,0.32,25110467871.0,-0.36,매우높음,KR7300950003,삼성 KODEX 게임산업증권상장지수투자신탁[주식],KODEX 게임산업,Samsung KODEX Game Industry ETF,2018/07/24,FnGuide 게임 산업 지수,FnGuide,일반,실물(패시브),국내,주식,3300000,삼성자산운용,100000,0.45,비과세
46,117700,KODEX 건설,주식-업종섹터-건설,28.23,KRX 건설,1.09,50372112845.0,-0.74,매우높음,KR7117700005,삼성KODEX건설증권상장지수투자신탁[주식],KODEX 건설,SAMSUNG KODEX Constructions ETF[EQUITY],2009/10/30,KRX 건설,KRX,일반,실물(패시브),국내,주식,13300000,삼성자산운용,100000,0.45,비과세
199,315930,KODEX Top5PlusTR,주식-전략-전략테마,-0.88,FnGuide TOP 5 Plus Total Return 지수,0.74,812992350656.0,-0.23,매우높음,KR7315930008,삼성 KODEX Top5Plus Total Return증권상장지수투자신탁[주식형],KODEX Top5PlusTR,Samsung KODEX Top5Plus Total Return ETF,2019/01/22,FnGuide TOP 5 Plus Total Return 지수,FnGuide,일반,실물(패시브),국내,주식,33100000,삼성자산운용,100000,0.15,배당소득세(보유기간과세)
259,395170,KODEX Top10동일가중,주식-규모-대형주,-5.77,FnGuide TOP10 동일가중 지수,1.06,51390445154.0,-0.17,높음,KR7395170004,삼성 KODEX Top10동일가중증권상장지수투자신탁[주식],KODEX Top10동일가중,SAMSUNG KODEX Fn Top10 Equal Weight ETF,2021/07/30,FnGuide TOP10 동일가중 지수,FnGuide,일반,실물(패시브),국내,주식,6900000,삼성자산운용,100000,0.15,비과세
208,329670,KODEX TRF7030,혼합자산-주식+채권,10.8,FnGuide TRF 7030 지수,3.24,65134950554.0,0.05,낮음,KR7329670004,삼성 KODEX TRF7030증권상장지수투자신탁[주식혼합-재간접],KODEX TRF7030,SAMSUNG KODEX TRF7030 ETF,2019/07/04,FnGuide TRF 7030 지수,FnGuide,일반,실물(패시브),국내&해외,혼합자산,3500000,삼성자산운용,100000,0.1,배당소득세(보유기간과세)
207,329670,KODEX TRF7030,혼합자산-주식+채권,10.71,FnGuide TRF 7030 지수,3.23,65600053391.0,-0.18,낮음,KR7329670004,삼성 KODEX TRF7030증권상장지수투자신탁[주식혼합-재간접],KODEX TRF7030,SAMSUNG KODEX TRF7030 ETF,2019/07/04,FnGuide TRF 7030 지수,FnGuide,일반,실물(패시브),국내&해외,혼합자산,3500000,삼성자산운용,100000,0.1,배당소득세(보유기간과세)
205,329660,KODEX TRF5050,혼합자산-주식+채권,9.87,FnGuide TRF 5050 지수,1.92,84101860249.0,0.1,낮음,KR7329660005,삼성 KODEX TRF5050증권상장지수투자신탁[주식혼합-재간접],KODEX TRF5050,SAMSUNG KODEX TRF5050 ETF,2019/07/04,FnGuide TRF 5050 지수,FnGuide,일반,실물(패시브),국내&해외,혼합자산,5200000,삼성자산운용,100000,0.17,배당소득세(보유기간과세)
206,329660,KODEX TRF5050,혼합자산-주식+채권,9.78,FnGuide TRF 5050 지수,1.92,83699808050.0,0.12,낮음,KR7329660005,삼성 KODEX TRF5050증권상장지수투자신탁[주식혼합-재간접],KODEX TRF5050,SAMSUNG KODEX TRF5050 ETF,2019/07/04,FnGuide TRF 5050 지수,FnGuide,일반,실물(패시브),국내&해외,혼합자산,5200000,삼성자산운용,100000,0.17,배당소득세(보유기간과세)
203,329650,KODEX TRF3070,혼합자산-주식+채권,8.2,FnGuide TRF 3070 지수,1.49,228226093649.0,-0.12,매우낮음,KR7329650006,삼성 KODEX TRF3070증권상장지수투자신탁[채권혼합],KODEX TRF3070,SAMSUNG KODEX TRF3070 ETF,2019/07/04,FnGuide TRF 3070 지수,FnGuide,일반,실물(패시브),국내&해외,혼합자산,16700000,삼성자산운용,100000,0.24,배당소득세(보유기간과세)
204,329650,KODEX TRF3070,혼합자산-주식+채권,8.55,FnGuide TRF 3070 지수,1.49,226169078137.0,0.19,매우낮음,KR7329650006,삼성 KODEX TRF3070증권상장지수투자신탁[채권혼합],KODEX TRF3070,SAMSUNG KODEX TRF3070 ETF,2019/07/04,FnGuide TRF 3070 지수,FnGuide,일반,실물(패시브),국내&해외,혼합자산,16700000,삼성자산운용,100000,0.24,배당소득세(보유기간과세)
292,434060,KODEX TDF2050액티브,혼합자산-주식+채권,9.67,Samsung Korea Target Date 2050 Index (Price Return),5.01,221835032423.0,0.2,낮음,KR7434060000,삼성 KODEX TDF2050액티브증권상장지수투자신탁[혼합-재간접형],KODEX TDF2050액티브,SAMSUNG KODEX Target Date 2050 ACTIVE ETF,2022/06/30,Samsung Korea Target Date 2050 Index (Price Return),S&P,일반,실물(액티브),국내&해외,혼합자산,15550000,삼성자산운용,50000,0.3,배당소득세(보유기간과세)
291,433980,KODEX TDF2040액티브,혼합자산-주식+채권,8.79,Samsung Korea Target Date 2040 Index (Price Return),4.44,40321313785.0,0.09,낮음,KR7433980000,삼성 KODEX TDF2040액티브증권상장지수투자신탁[혼합-재간접형],KODEX TDF2040액티브,SAMSUNG KODEX Target Date 2040 ACTIVE ETF,2022/06/30,Samsung Korea Target Date 2040 Index (Price Return),S&P,일반,실물(액티브),국내&해외,혼합자산,2950000,삼성자산운용,50000,0.25,배당소득세(보유기간과세)
290,433970,KODEX TDF2030액티브,혼합자산-주식+채권,7.23,Samsung Korea Target Date 2030 Index (Price Return),3.51,45616368329.0,-0.15,매우낮음,KR7433970001,삼성 KODEX TDF2030액티브증권상장지수투자신탁[혼합-재간접형],KODEX TDF2030액티브,SAMSUNG KODEX Target Date 2030 ACTIVE ETF,2022/06/30,Samsung Korea Target Date 2030 Index (Price Return),S&P,일반,실물(액티브),국내&해외,혼합자산,3550000,삼성자산운용,50000,0.2,배당소득세(보유기간과세)
155,269420,KODEX S&P글로벌인프라(합성),주식-업종섹터,20.34,S&P Global Infrastructure Index,1.03,18237927193.0,-0.01,보통,KR7269420006,삼성 KODEX S&P글로벌인프라증권상장지수투자신탁[주식-파생형](합성),KODEX S&P글로벌인프라(합성),SAMSUNG KODEX S&P Global Infrastructure ETF-SYNTH,2017/05/16,S&P Global Infrastructure Index,S&P,일반,합성(패시브),해외,주식,950000,삼성자산운용,1000,0.26,배당소득세(보유기간과세)
158,275300,KODEX MSCI퀄리티,주식-전략-혼합/퀀트,-1.29,MSCI Korea IMI Quality Capped,0.89,11975404803.0,-0.24,높음,KR7275300002,삼성 KODEX MSCI퀄리티증권상장지수투자신탁[주식형],KODEX MSCI퀄리티,SAMSUNG KODEX MSCI Quality ETF,2017/07/11,MSCI Korea IMI Quality Capped,MSCI,일반,실물(패시브),국내,주식,1300000,삼성자산운용,100000,0.3,비과세
157,275290,KODEX MSCI밸류,주식-전략-가치,2.66,MSCI Korea IMI Enhanced Value Capped,1.25,9386583066.0,0.19,높음,KR7275290005,삼성 KODEX MSCI밸류증권상장지수투자신탁[주식형],KODEX MSCI밸류,SAMSUNG KODEX MSCI Enhanced Value ETF,2017/07/11,MSCI Korea IMI Enhanced Value Capped,MSCI,일반,실물(패시브),국내,주식,800000,삼성자산운용,100000,0.3,비과세
156,275280,KODEX MSCI모멘텀,주식-전략-성장,25.81,MSCI Korea IMI Momentum Capped,0.89,11479497041.0,-0.27,매우높음,KR7275280006,삼성 KODEX MSCI모멘텀증권상장지수투자신탁[주식형],KODEX MSCI모멘텀,SAMSUNG KODEX MSCI Momentum ETF,2017/07/11,MSCI Korea IMI Momentum Capped,MSCI,일반,실물(패시브),국내,주식,700000,삼성자산운용,100000,0.3,비과세
168,278540,KODEX MSCI Korea TR,주식-시장대표,-0.48,MSCI Korea TR Index,0.15,623294882826.0,-0.45,높음,KR7278540000,삼성 KODEX MSCI Korea Total Return증권상장지수투자신탁[주식],KODEX MSCI Korea TR,Samsung KODEX MSCI Korea Total Return ETF,2017/11/09,MSCI Korea TR Index,MSCI,일반,실물(패시브),국내,주식,50000000,삼성자산운용,100000,0.09,배당소득세(보유기간과세)
71,156080,KODEX MSCI Korea,주식-시장대표,-2.69,MSCI Korea Index,0.82,11813395549.0,-0.48,높음,KR7156080004,삼성 KODEX MSCI KOREA 증권상장지수투자신탁[주식],KODEX MSCI Korea,SAMSUNG KODEX MSCI KOREA ETF[EQUITY],2012/04/30,MSCI Korea Index,MSCI,일반,실물(패시브),국내,주식,700000,삼성자산운용,100000,0.09,비과세
175,289040,KODEX MSCI KOREA ESG유니버설,주식-전략-전략테마,1.92,MSCI Korea ESG Universal Capped Index,0.9,7626967933.0,-0.14,높음,KR7289040008,삼성 KODEX MSCI ESG유니버설증권상장지수투자신탁[주식형],KODEX MSCI KOREA ESG유니버설,Samsung KODEX MSCI Korea ESG Universal ETF,2018/02/07,MSCI Korea ESG Universal Capped Index,MSCI,일반,실물(패시브),국내,주식,700000,삼성자산운용,100000,0.3,비과세
180,291890,KODEX MSCI EM선물(H),주식-시장대표,8.41,iEdge Emerging Markets Futures Index(ER),0.73,5283941521.0,0.27,높음,KR7291890002,삼성 KODEX SGX MSCI EM 선물증권상장지수투자신탁[주식-파생형](H),KODEX MSCI EM선물(H),Samsung KODEX SGX MSCI EM Futures ETF(H),2018/03/23,iEdge Emerging Markets Futures Index(ER),SGX(Singapore Exchange),일반,실물(패시브),해외,주식,600000,삼성자산운용,50000,0.45,배당소득세(보유기간과세)
113,229720,KODEX KTOP30,주식-시장대표,-8.67,KTOP 30,0.73,7897996625.0,-0.29,높음,KR7229720008,삼성 KODEX KTOP30 증권상장지수투자신탁[주식],KODEX KTOP30,SAMSUNG KODEX KTOP30 ETF,2015/10/14,KTOP 30,KRX,일반,실물(패시브),국내,주식,500000,삼성자산운용,100000,0.25,비과세
191,306950,KODEX KRX300레버리지,주식-시장대표,-4.94,KRX 300,6.46,14974523811.0,-1.0,매우높음,KR7306950007,삼성 KODEX KRX300레버리지증권상장지수투자신탁[주식-파생형],KODEX KRX300레버리지,Samsung KODEX KRX300 Leverage ETF,2018/10/16,KRX 300,KRX,2X 레버리지,실물(패시브),국내,주식,1000000,삼성자산운용,100000,0.64,배당소득세(보유기간과세)
183,292190,KODEX KRX300,주식-시장대표,1.79,KRX 300,0.79,19381875746.0,0.17,높음,KR7292190006,삼성 KODEX KRX300증권상장지수투자신탁[주식형],KODEX KRX300,Samsung KODEX KRX300 ETF,2018/03/26,KRX 300,KRX,일반,실물(패시브),국내,주식,1200000,삼성자산운용,100000,0.05,비과세
230,368680,KODEX K-뉴딜디지털플러스,주식-업종섹터-업종테마,-12.03,FnGuide K-뉴딜 디지털 플러스 지수,0.29,7522598486.0,-0.05,높음,KR7368680005,삼성 KODEX K-뉴딜디지털플러스증권상장지수투자신탁[주식],KODEX K-뉴딜디지털플러스,SAMSUNG KODEX Fn K-NewDeal Digital Plus ETF,2020/11/10,FnGuide K-뉴딜 디지털 플러스 지수,FnGuide,일반,실물(패시브),국내,주식,1100000,삼성자산운용,100000,0.09,비과세
149,266370,KODEX IT,주식-업종섹터-정보기술,-22.84,KRX 정보기술,0.75,18950560584.0,-0.2,매우높음,KR7266370006,삼성 KODEX IT증권상장지수투자신탁(주식),KODEX IT,Samsung KODEX IT ETF,2017/03/28,KRX 정보기술,KRX,일반,실물(패시브),국내,주식,1200000,삼성자산운용,100000,0.45,비과세
387,487240,KODEX AI전력핵심설비,주식-업종섹터-업종테마,0.0,iSelect AI 전력핵심설비 지수(Price Return),0.53,199163769753.0,0.08,매우높음,KR7487240004,삼성 KODEX AI전력핵심설비증권상장지수투자신탁[주식],KODEX AI전력핵심설비,SAMSUNG KODEX AI Electric Power Core Facilities ETF,2024/07/09,iSelect AI 전력핵심설비 지수(Price Return),NH투자증권,일반,실물(패시브),국내,주식,15300000,삼성자산운용,100000,0.39,비과세
358,471990,KODEX AI반도체핵심장비,주식-업종섹터-업종테마,-35.61,iSelect AI 반도체핵심장비 지수,0.67,117228757224.0,-0.15,매우높음,KR7471990002,삼성 KODEX AI반도체핵심장비증권상장지수투자신탁[주식],KODEX AI반도체핵심장비,SAMSUNG KODEX AI Semiconductor Core Equipment ETF,2023/11/21,iSelect AI 반도체핵심장비 지수,NH투자증권,일반,실물(패시브),국내,주식,12900000,삼성자산운용,50000,0.39,비과세
258,395160,KODEX AI반도체,주식-업종섹터-업종테마,-21.43,FnGuide AI반도체지수,0.8,241433210346.0,-0.23,매우높음,KR7395160005,삼성 KODEX AI반도체증권상장지수투자신탁[주식],KODEX AI반도체,SAMSUNG KODEX AI Semiconductor ETF,2021/07/30,FnGuide AI반도체지수,FnGuide,일반,실물(패시브),국내,주식,26600000,삼성자산운용,100000,0.45,비과세
337,461950,KODEX 2차전지핵심소재10,주식-업종섹터-업종테마,-51.78,FnGuide 2차전지핵심소재10 지수,0.47,120887733985.0,0.17,매우높음,KR7461950008,삼성 KODEX 2차전지핵심소재10증권상장지수투자신탁[주식],KODEX 2차전지핵심소재10,SAMSUNG KODEX Secondary Battery Core Materials 10 Fn ETF,2023/07/04,FnGuide 2차전지핵심소재10 지수,FnGuide,일반,실물(패시브),국내,주식,35150000,삼성자산운용,50000,0.39,비과세
339,462330,KODEX 2차전지산업레버리지,주식-업종섹터-업종테마,-77.71,FnGuide 2차전지 산업 지수,6.5,199936389424.0,-0.56,매우높음,KR7462330002,삼성 KODEX 2차전지산업레버리지증권상장지수투자신탁[주식-파생형],KODEX 2차전지산업레버리지,SAMSUNG KODEX Secondary Battery Industry Leverage ETF,2023/07/04,FnGuide 2차전지 산업 지수,FnGuide,2X 레버리지,실물(패시브),국내,주식,255000000,삼성자산운용,100000,0.49,배당소득세(보유기간과세)
190,305720,KODEX 2차전지산업,주식-업종섹터-업종테마,-47.25,FnGuide 2차전지 산업 지수,0.57,854514830998.0,-0.11,매우높음,KR7305720005,삼성 KODEX 2차전지산업증권상장지수투자신탁[주식],KODEX 2차전지산업,Samsung KODEX Secondary Battery Industry ETF,2018/09/12,FnGuide 2차전지 산업 지수,FnGuide,일반,실물(패시브),국내,주식,84100000,삼성자산운용,100000,0.45,비과세
413,498400,KODEX 200타겟위클리커버드콜,주식-전략-구조화,0.0,코스피 200 타겟 위클리 커버드콜 지수,1.37,464274191347.0,0.48,높음,KR7498400001,삼성 KODEX 200타겟위클리커버드콜증권상장지수투자신탁[주식-파생형],KODEX 200타겟위클리커버드콜,SAMSUNG KODEX 200 Target Weekly Covered Call ETF,2024/12/03,코스피 200 타겟 위클리 커버드콜 지수,KRX,일반,실물(패시브),국내,주식,46300000,삼성자산운용,100000,0.39,배당소득세(보유기간과세)
405,494890,KODEX 200액티브,주식-시장대표,0.0,코스피 200,1.03,274504961432.0,-0.24,높음,KR7494890007,삼성 KODEX 200액티브증권상장지수투자신탁[주식-파생형],KODEX 200액티브,SAMSUNG KODEX 200 Active ETF,2024/10/29,코스피 200,KRX,일반,실물(액티브),국내,주식,25100000,삼성자산운용,100000,0.15,배당소득세(보유기간과세)
139,252670,KODEX 200선물인버스2X,주식-시장대표,-16.24,코스피 200 선물지수,0.66,1227302910431.0,-0.28,매우높음,KR7252670005,삼성 KODEX 200선물인버스2X증권상장지수투자신탁(주식-파생형),KODEX 200선물인버스2X,SAMSUNG KODEX 200 Futures Inverse 2X ETF,2016/09/22,코스피 200 선물지수,KRX,2X 인버스,실물(패시브),국내,주식,778300000,삼성자산운용,100000,0.64,배당소득세(보유기간과세)
174,284430,KODEX 200미국채혼합,혼합자산-주식+채권,3.91,코스피 200 미국채 혼합지수,2.48,132383583808.0,-0.18,매우낮음,KR7284430006,삼성 KODEX200미국채혼합증권상장지수투자신탁[채권혼합-파생형],KODEX 200미국채혼합,Samsung KODEX 200 US Treasury notes Balanced ETF,2017/11/30,코스피 200 미국채 혼합지수,KRX,일반,실물(패시브),국내&해외,혼합자산,9840000,삼성자산운용,80000,0.35,배당소득세(보유기간과세)
217,360140,KODEX 200롱코스닥150숏선물,주식-전략-전략테마,13.6,코스피200 롱 100% 코스닥150 숏 100% 선물지수,2.59,28147190757.0,-0.27,보통,KR7360140008,삼성 KODEX 200롱코스닥150숏선물증권상장지수투자신탁[주식-파생형],KODEX 200롱코스닥150숏선물,SAMSUNG KODEX 200LONGKOSDAQ150SHORT Futures ETF,2020/08/21,코스피200 롱 100% 코스닥150 숏 100% 선물지수,KRX,일반,실물(패시브),국내,주식,2800000,삼성자산운용,100000,0.64,배당소득세(보유기간과세)
138,252650,KODEX 200동일가중,주식-시장대표,12.61,코스피 200 동일가중지수,0.79,7578887203.0,-0.29,높음,KR7252650007,삼성 KODEX 200동일가중증권상장지수투자신탁[주식],KODEX 200동일가중,Samsung KODEX 200 Equalweight ETF,2016/09/20,코스피 200 동일가중지수,KRX,일반,실물(패시브),국내,주식,600000,삼성자산운용,100000,0.25,비과세
96,223190,KODEX 200가치저변동,주식-전략-가치,8.13,코스피 200 가치저변동성,1.17,12286258319.0,0.15,높음,KR7223190000,삼성 KODEX 200가치저변동증권상장지수투자신탁[주식],KODEX 200가치저변동,Samsung KODEX 200 Intrinsic Value ETF,2015/06/26,코스피 200 가치저변동성,KRX,일반,실물(패시브),국내,주식,1000000,삼성자산운용,100000,0.3,비과세
212,337150,KODEX 200exTOP,주식-규모-대형주,13.71,코스피 200 초대형제외 지수,0.87,10989345001.0,-0.38,높음,KR7337150007,삼성 KODEX 200exTOP증권상장지수투자신탁[주식],KODEX 200exTOP,SAMSUNG KODEX 200exTOP ETF,2019/11/14,코스피 200 초대형제외 지수,KRX,일반,실물(패시브),국내,주식,800000,삼성자산운용,100000,0.3,비과세
167,278530,KODEX 200TR,주식-시장대표,5.36,코스피 200 TR,0.32,2507084445810.0,-0.11,높음,KR7278530001,삼성 KODEX 200 Total Return증권상장지수투자신탁[주식],KODEX 200TR,Samsung KODEX 200 Total Return ETF,2017/11/21,코스피 200 TR,KRX,일반,실물(패시브),국내,주식,183750000,삼성자산운용,150000,0.05,배당소득세(보유기간과세)
221,363580,KODEX 200IT TR,주식-업종섹터-정보기술,-16.74,코스피200 정보기술 TR,0.15,34524437395.0,-0.2,매우높음,KR7363580002,삼성 KODEX 200IT Total Return증권상장지수투자신탁[주식],KODEX 200IT TR,SAMSUNG KODEX 200IT Total Return ETF,2020/09/25,코스피200 정보기술 TR,KRX,일반,실물(패시브),국내,주식,3100000,삼성자산운용,100000,0.15,배당소득세(보유기간과세)
213,337160,KODEX 200ESG,주식-전략-전략테마,6.67,코스피 200 ESG 지수,0.8,40950770616.0,-0.51,높음,KR7337160006,삼성 KODEX 200ESG증권상장지수투자신탁[주식],KODEX 200ESG,SAMSUNG KODEX 200ESG ETF,2019/11/14,코스피 200 ESG 지수,KRX,일반,실물(패시브),국내,주식,2600000,삼성자산운용,100000,0.09,비과세
103,226980,KODEX 200 중소형,주식-규모-중형주,19.01,코스피 200 중소형주지수,0.81,11303467660.0,-0.17,높음,KR7226980001,삼성 KODEX 200 중소형 증권상장지수투자신탁(주식),KODEX 200 중소형,Samsung KODEX 200 Mid-Small ETF,2015/09/01,코스피 200 중소형주지수,KRX,일반,실물(패시브),국내,주식,700000,삼성자산운용,100000,0.3,비과세
26,069500,KODEX 200,주식-시장대표,2.82,코스피 200,0.83,6498503441751.0,-0.18,높음,KR7069500007,삼성 KODEX200 증권상장지수투자신탁[주식],KODEX 200,SAMSUNG KODEX200 ETF,2002/10/14,코스피 200,KRX,일반,실물(패시브),국내,주식,168050000,삼성자산운용,50000,0.15,비과세
